SS_GROUP,Village,Surface,LC_class111,LC_class20,LC_class30,LC_class40,LC_class50,LC_class60,LC_class80,LC_class90
1,3612,6.4901,,0.024626229321812285,0.008697629469615142,0.9666761412085726,,,,
1,3613,3.82352,,0.022148447678514555,0.009843754523784247,0.9680077977977012,,,,
1,3614,5.22088,,0.005407736243850023,0.0018025787479500077,0.9891845275122999,0.0036051574959000154,,,
1,3615,5.52506,,0.034705434535813984,0.00608363495519079,0.9592109305089952,,,,
1,3616,7.82401,,0.09748736135214672,0.0036076737342488506,0.8989049649136044,,,,
1,3617,5.26056,,0.09044366207061,,0.9095563379293901,,,,
1,3618,6.18412,,0.07872014130480186,0.00304330443188667,0.9182365542633114,,,,
1,3619,7.31381,,0.010293101099444481,0.0012866376374305601,0.9858469859882638,0.0025732752748611203,,,
1,3620,5.46686,,0.15574727774739922,0.0017214492577515845,0.8373669252215944,0.005164347773254753,,,
1,3621,6.44856,,0.06838849242003697,0.004378008092161363,0.9272334994878016,,,,
1,3622,5.04278,,0.08220742150333019,,0.9177925784966698,,,,
1,3623,4.90789,,0.02273257257197018,0.001918201855014029,0.9600036107329036,0.015345614840112232,,,
1,3624,3.16308,,0.11866918732203707,0.005951547402324604,0.8753792652756384,,,,
1,3625,1.79562,,0.009827908793716719,0.008861566297263401,0.9813105249090199,,,,
1,3626,2.18693,,,,1.0,,,,
1,3627,2.33995,,,0.0012463909881198427,0.9987536090118802,,,,
1,3628,2.4821,,,,1.0,,,,
1,3629,4.52506,,0.004158682268520405,0.004158682268520405,0.9875239531944388,0.004158682268520405,,,
1,3630,3.67345,,0.0025616297992887707,,0.9948767404014225,0.0025616297992887707,,,
1,3631,3.5861,,0.00787433994503402,,0.9921256600549659,,,,
1,3632,3.35003,,,,1.0,,,,
1,3633,11.4432,,0.12045048358270576,7.581183180741852E-4,0.8787913980992201,,,,
1,3634,8.82024,,0.16142962953663834,,0.8385703704633617,,,,
1,3635,5.11493,,0.044399217673082636,,0.9556007823269174,,,,
1,3636,10.8867,,0.07164247947282205,0.016811767219597564,0.9115457533075804,,,,
1,3637,21.5275,0.002478219112300198,0.09615833161830276,0.013673938396103445,0.88725217808877,4.3733278452356435E-4,,,
1,3638,64.5235,0.17397806837050142,0.31880191648489514,0.016065528169477615,0.49115448697512576,,,,
1,3639,7.48601,,0.03073387482554384,0.002515127753695019,0.9667509974207612,,,,
1,3640,14.2676,8.460784136159112E-4,0.21955087984392826,0.025051165751159794,0.754551875991296,,,,
1,3641,8.49127,,0.030424217659869506,,0.9695757823401304,,,,
1,3642,17.2999,,0.16032889290926006,0.0015147506848379856,0.8381563564059019,,,,
1,3643,8.62641,,0.004364121784669097,0.0021820608923345487,0.9934538173229963,,,,
1,3644,2.72507,,2.707825616030329E-5,0.00427836447332792,0.9956945572705118,,,,
1,3645,4.77095,,0.0059171597633136085,,0.9940828402366864,,,,
1,3646,7.01769,,0.059036030540773624,,0.9409639694592264,,,,
1,3647,4.68492,,0.12173817156449615,0.0075456242468159495,0.8707162041886879,,,,
1,3648,13.4202,,0.01986643902465847,7.010714020603252E-4,0.9794324895732812,,,,
1,3649,8.56514,,,,0.993408553371331,0.0065914466286689215,,,
1,3650,7.45659,,0.0012617141500004948,,0.9911680009499966,0.00757028490000297,,,
1,3651,7.43249,0.04389061856028442,0.07754224453415562,0.024450436224781137,0.8313247627701887,0.021525719137779495,,,0.0012662187728105585
1,3652,7.13826,,0.0026364491682261348,0.01321843239834162,0.9815086692652062,0.0026364491682261348,,,
1,3653,8.2756,0.0022741156588469784,0.06901718072085009,0.10748094870754425,0.8200906970833352,0.0011370578294234892,,,
1,3654,7.88622,0.005670086198420243,0.04677469952288871,0.019257691605369495,0.7070517892844266,0.0011939487866202824,0.028579856445216486,0.0919668316344925,0.09950509652256566
1,3655,3.13796,,0.2468374539592134,0.039009637675190334,0.5799079772649715,0.024005930877040206,0.018298638487155645,0.003942150413631602,0.08799821132279738
1,3656,5.01424,,0.04827083502065278,0.014895042594078794,0.917381476545646,0.01502021101923912,0.00187752637740489,,0.002554908442978419
1,3657,8.02937,0.008877916011512324,0.14810625913767894,0.021544233262530684,0.7698500271256885,0.003517144354638492,0.005792943642933987,,0.042311476465017046
1,3658,4.88339,,0.06712581459697292,0.045390628543780315,0.8739888413444818,0.0134947155147648,,,
1,3659,4.07166,,0.021290486380617316,0.011343440571615104,0.9627416488339197,0.004624424213847883,,,
1,3660,6.57083,,,0.001432463556441872,0.9942701457742326,0.0042973906693256165,,,
1,3661,4.00662,,0.006026594421253421,0.003778140233507496,0.990195265345239,,,,
1,3662,17.6363,,0.1252844138092716,0.008617712255906492,0.866097873934822,,,,
1,3663,21.8598,0.0020321632487584045,0.19914186290077376,0.025448494881583843,0.773377478968884,,,,
1,3664,7.30691,,0.002674215807699114,0.004928847660693073,0.9769279377195865,0.015468998812021337,,,
1,3665,11.8265,,0.010277671976172785,0.005026443463438088,0.9846958845603891,,,,
1,3666,4.90551,,0.061676065139320765,0.03143280907674124,0.8876926435933536,0.019198482190584468,,,
1,3667,8.83488,,0.034340917736467406,0.01656640985874867,0.9448287970437131,0.004263875361070817,,,
1,3668,8.89137,,0.04185585151859753,0.014816597909905124,0.9412108937272252,0.0021166568442721606,,,
1,3670,4.1422,,0.0249196213072559,0.008995288606264638,0.9286611269938814,0.03742396309259804,,,
1,3671,5.27001,,0.041428901507460286,,0.9380281887371081,0.020542909755431552,,,
1,3673,4.76143,,0.0021082002790265074,0.0215005425515424,0.9763912571694311,,,,
1,3674,8.09842,,0.09480782812749186,0.01030232611122503,0.8925660128038638,0.0023238329574191796,,,
1,3675,28.0057,,0.12990778484624443,0.07731865692984295,0.7927735582239127,,,,
1,3676,18.1357,,0.3616847682334798,0.00257179248239014,0.6357434392841301,,,,
1,3677,27.5848,0.002125697243420445,0.056065934095353855,0.07355608534379941,0.8682522833174263,,,,
1,3678,3.67778,0.012803390136870747,0.012050249540584233,0.07835674763764897,0.8635007983290321,0.03072813632848979,0.002560678027374149,,
1,3679,11.4577,,0.04912316883753003,0.1007501885138662,0.8394441902282146,0.009860725311128436,8.217271092607031E-4,,
1,3680,4.87604,,0.06578299564476427,0.07259988638515434,0.8307138799469796,0.03090323802310169,,,
1,3681,9.9501,,0.10227947507496803,0.34092663519491695,0.5444909592945578,0.012302930435557132,,,
1,3682,12.1541,,0.04959684154582031,0.0930346974413483,0.8394594184192545,0.017909042593576775,,,
1,3683,4.46837,,0.036429586541957215,0.03730541692831409,0.8949334038404336,0.03133159268929503,,,
1,3684,18.9757,9.924051815225826E-4,0.07096280815640303,0.014854943442634109,0.8216394922777256,0.06996456529734207,0.004465823316851622,0.008258367824278117,0.008861594503242826
1,3686,13.1242,,0.012878287392997205,7.168660303894972E-4,0.9864048465766133,,,,
1,3687,29.895,,0.2818086315890829,0.020836445200482424,0.6967253487657254,6.295744447091674E-4,,,
1,3688,20.5542,,0.10010339739424202,0.053603291483716696,0.8426313200759683,0.003661991046072873,,,
1,3689,8.1166,,0.13540942014158858,0.030595681412066412,0.833994898446345,,,,
1,3690,15.093,,0.11315878902859713,0.03575558581707321,0.8504621944272627,6.234307270669173E-4,,,
1,3691,5.36369,,0.10128106337892509,,0.8969645265156728,0.0017544101054022074,,,
1,3692,2.68383,,0.04721041847160911,0.023185774990717434,0.9190835705543409,0.010520235983332646,,,
1,3694,10.9595,,0.1173084049183089,0.1181438436921004,0.7645477513895907,,,,
1,3695,5.81041,,0.10362091860398623,0.07778716699175933,0.8104910700103564,0.008100844393897995,,,
1,3696,7.17329,,0.2129198301376914,0.04952258396602754,0.7375575858962812,,,,
1,3697,14.228,,0.11999761312366877,0.03252378444431185,0.8474786024320194,,,,
1,3698,16.4828,,0.0996576040344053,0.05656811306008837,0.8437742829055064,,,,
1,3699,12.7443,,0.039964885137895374,0.16117779651343028,0.7988573183486744,,,,
1,3700,13.9563,0.008818640891815497,0.1269571983611938,0.2812543008077578,0.5829698599392329,,,,
1,3701,9.05886,,0.009118664932883854,0.2076300031387447,0.7801329686410866,0.003118363287284822,,,
1,3707,8.64777,,0.13087398694930366,0.23932535838202096,0.6298006546686753,,,,
1,3709,15.4002,,0.16487919915064336,0.1050935035242069,0.7300272973251497,,,,
1,3711,4.09266,,0.03965742618886635,,0.9603425738111336,,,,
1,3716,8.19142,,0.029105869841470126,0.010089494128356032,0.9608046360301739,,,,
1,3717,4.553,,0.0027240887274614088,,0.9952085225061617,0.002067388766376962,,,
1,3718,5.87297,,0.0048084175592095334,0.02517976567606979,0.9603949816463015,0.009616835118419067,,,
1,3719,20.9489,,0.09744036205729754,0.028595900067674263,0.8708179421385066,0.0031457957365215432,,,
1,3720,37.3671,0.0014083602239539834,0.15714236298137502,0.13857770442225106,0.7028715723724199,,,,
1,3721,33.5088,,0.15869355901282114,0.1371571347048313,0.7041493062823476,,,,
1,3722,4.7788,,0.0039369774820327144,0.0019684887410163572,0.9940945337769509,,,,
1,3723,5.80476,,,,1.0,,,,
1,3724,12.2924,5.853763970232861E-4,0.041096425001275826,0.011377315613939766,0.9469408829877611,,,,
1,3725,8.44717,,0.02578985526235336,0.002961138334949294,0.9679078989893696,0.003341107413327743,,,
1,3726,14.2919,1.5490866843090423E-4,0.03339572710256244,0.004704059898018458,0.9617453043309883,,,,
1,3729,8.49137,,0.0033245981147573046,,0.9966754018852427,,,,
1,3730,9.67315,,,,1.0,,,,
1,3731,7.97672,,0.009443132898208592,0.017617923436559758,0.9717585520529556,0.001180391612276074,,,
1,3732,5.14491,,0.0018299509142578288,0.040919137698424084,0.9572509113873181,,,,
1,3733,4.41593,,,0.04764611950405898,0.9523538804959409,,,,
1,3734,7.18036,,,0.12013345877224098,0.8798665412277591,,,,
1,3736,9.35654,,0.02651654175990276,0.0819885630394374,0.8914948952006599,,,,
1,3737,15.8099,,0.012393220275653996,0.00503248345468897,0.9825742962696571,,,,
1,3738,21.6204,0.0013062766164532796,0.22013919956833103,0.07648804543452054,0.702066478380695,,,,
1,3739,14.8987,,0.06549229473266933,0.09312224369456419,0.8413854615727665,,,,
1,3740,16.3517,,0.10335351947940513,0.07796052185929307,0.8135039446529292,0.005182014008372508,,,
1,3741,13.5525,,0.017355155910553567,0.002776824945688571,0.9791738129073357,6.942062364221428E-4,,,
1,3742,8.01169,,,0.003961837371182701,0.9960381626288173,,,,
1,3743,5.23073,,0.0035980358956992893,0.012593125634947513,0.9838088384693532,,,,
1,3744,4.07575,,,0.05908988000905593,0.9409101199909441,,,,
1,3745,4.6766,,0.07133555887018492,0.11846643148582209,0.810198009643993,,,,
1,3746,7.70542,,0.045698602842212666,0.1133244883394562,0.8409769088183311,,,,
1,3747,4.6213,,0.15137768548837954,0.11247504192955837,0.7280009583899049,0.008146314192157176,,,
1,3748,7.49013,,0.07460245522079255,0.03938008630711936,0.8860174584720881,,,,
1,3749,6.49359,,0.011589921313524421,0.014487401641905527,0.97392267704457,,,,
1,3750,8.75704,,0.15037647842043392,0.12131158592851334,0.7283119356510528,,,,
1,3751,2.93668,,0.003455815823866492,0.031202875238765467,0.965341308937368,,,,
1,3752,2.70651,,,7.361361033862262E-4,0.9992638638966138,,,,
1,3753,6.91288,,,0.011786812435941233,0.9882131875640588,,,,
1,3754,9.03992,,0.0016905273301918383,0.03648108977761807,0.9618283828921901,,,,
1,3755,4.16061,,0.011308906096165612,0.03618849950772996,0.9525025943961044,,,,
1,3756,6.45687,,0.001458026004322618,0.08460553249396775,0.9110203894930644,0.002916052008645236,,,
1,3757,5.24059,,0.001648247152547387,0.015235720474188027,0.9831160323732646,,,,
1,3758,5.93815,,1.2433790067888493E-4,0.004755924700967348,0.9951197373983537,,,,
1,3759,7.58282,,,,1.0,,,,
1,3760,9.60518,,0.00489753586724797,,0.995102464132752,,,,
1,3761,9.76534,,,0.014455891578923498,0.9855441084210765,,,,
1,3762,12.4575,7.55242269873238E-4,0.009062907238478855,0.003020969079492952,0.987160881412155,,,,
1,3764,6.86854,,,,1.0,,,,
1,3765,3.36914,,,,1.0,,,,
1,3766,13.9823,,0.005332629355860612,0.053870116156282996,0.9315337909186906,0.009263463569165785,,,
1,3767,9.77083,,0.0019265129737427611,0.056548821993978704,0.9367083825979216,0.004816282434356903,,,
1,3768,10.0494,,0.008788101358795448,0.06907087770840986,0.9221410209327947,,,,
1,3769,6.86382,,0.042180008170461636,0.005052785482379755,0.9527672063471586,,,,
1,3770,11.5231,8.166663997822225E-4,0.01596823007574181,0.0048999983986933345,0.9783151051257827,,,,
1,3771,6.16606,,,,1.0,,,,
1,3772,10.5359,8.931511071571178E-4,0.016115248015803527,0.0035726044286284713,0.9776326942340967,0.0017863022143142357,,,
1,3773,5.85066,,0.0064334641050546836,,0.9935665358949454,,,,
1,3774,11.0593,0.0017020367706689005,0.02993916052876609,0.013616294165351204,0.9530404717645449,0.0017020367706689005,,,
1,3775,11.2982,,0.0016662800461330867,0.030581139670207237,0.9660863002375265,0.0016662800461330867,,,
1,3776,14.8234,6.349933636968072E-4,0.044128303521847524,0.07483459045418216,0.8804021126602736,,,,
1,3777,9.91422,,0.0021406978302631378,0.04841327753868147,0.9465979657786183,0.002848058852437044,,,
1,3778,6.58445,,,0.06518874853525755,0.9348112514647424,,,,
1,3779,5.24098,,0.008975965532292355,0.001795193106458471,0.9892288413612492,,,,
1,3780,7.77298,,0.0036320474777448075,0.0036320474777448075,0.9927359050445104,,,,
1,3781,9.38666,,,0.07371380266184364,0.9262861973381563,,,,
1,3782,6.05609,,0.009321197499725847,0.0015535329166209747,0.9844646708337903,0.004660598749862924,,,
1,3783,5.79705,,0.001623273282831499,,0.9853905404545165,0.012986186262651992,,,
1,3784,12.5421,,0.0042920350074624886,0.02022673013461918,0.9724785766222449,0.003002658235673346,,,
1,3785,12.6175,,0.011398745435820623,0.06030860874449962,0.924562306900103,0.0037303389195768206,,,
1,3786,7.9795,,,0.029502020337602335,0.9704979796623977,,,,
1,3787,5.17602,,0.004848415708866899,,0.9951515842911332,,,,
1,3788,5.89427,,0.007981070778013556,,0.9888265009107811,0.0031924283112054227,,,
1,3789,12.6497,6.973358270140312E-4,0.01973547922143476,0.014136368543443436,0.961710719422991,0.003720096985116694,,,
1,3790,5.86332,,2.2659608618204473E-4,0.004412329344822594,0.9953610745689954,,,,
1,3791,5.38737,,,0.012665598071047906,0.987334401928952,,,,
1,3792,5.01444,,,0.0018766834954886,0.9924932660180456,0.0056300504864658,,,
1,3793,7.7766,,,0.03676875462813525,0.9620208099948735,0.0012104353769912845,,,
1,3794,6.49299,,0.002899803268248859,0.034496287114638875,0.9626039096171123,,,,
1,3795,6.39915,,0.0014711906259194942,0.03260273814537672,0.9615124993509454,0.004413571877758483,,,
1,3796,10.8638,,0.003466970309817984,0.002600227732363488,0.9930660593803641,8.66742577454496E-4,,,
1,3797,10.5638,,0.0042216948986688405,0.05745069738345784,0.9383276077178733,,,,
1,3798,6.50091,,0.016703394066063883,0.021394656731337176,0.961901949202599,,,,
1,3799,10.4448,,9.016207959720528E-4,0.0027048623879161585,0.9954918960201398,9.016207959720528E-4,,,
1,3800,6.8357,,0.009644269628925242,0.03306606729917226,0.9559119102677703,0.0013777528041321776,,,
1,3801,8.77275,,0.011808090120354124,0.022542717502494238,0.9656491923771516,,,,
1,3802,5.27987,,0.01054133644840201,0.014185687005546965,0.975272976546051,,,,
1,3803,6.51868,,,0.017136285872902578,0.9828637141270974,,,,
1,3804,9.71029,,0.02434683399885909,0.03130633200228179,0.944346833998859,,,,
1,3805,5.51837,,0.008529740361393392,0.0631200786743111,0.9249382848197382,0.003411896144557357,,,
1,3806,10.299,,0.05722899124269179,0.06202167281434722,0.8770929894933809,0.0036563464495800576,,,
1,3807,4.1367,,,0.028993787045633077,0.971006212954367,,,,
1,3808,4.9208,,0.0019139977032027564,0.005741993109608269,0.992344009187189,,,,
1,3809,6.19923,,,0.00652812274776787,0.9934718772522322,,,,
1,3810,10.1719,,,0.01926956345059793,0.9807304365494022,,,,
1,3811,9.01392,,0.027941513573697466,0.06167927432295245,0.909335396404362,0.0010438156989881122,,,
1,3812,13.2198,,0.010623302602234635,0.00830381640610826,0.9810728809916571,,,,
1,3813,12.4847,,0.0075376661611996415,0.013567799090159354,0.978894534748641,,,,
1,3814,8.84557,,0.020218501702610667,0.03247896775055084,0.9473025305468386,,,,
1,3815,6.26117,0.0015037416630793092,0.027999080063923765,0.08318345058586955,0.8873137276871275,,,,
1,3816,7.03055,,0.01071462335997983,0.004017983759992436,0.9812494091200353,0.004017983759992436,,,
1,3817,4.97494,,0.024611158543375783,0.003830877166932701,0.9677716322060953,0.0037863320835962743,,,
1,3818,6.25999,,0.0341509177911649,0.03288825427919025,0.9284471008891748,0.004513727040470136,,,
1,3819,6.58763,,0.014829142488716958,0.039581756510526166,0.945589101000757,,,,
1,3820,7.65478,,0.01377027666000829,0.030334172866668584,0.9558955504733231,,,,
1,3821,5.54591,,0.0017378797866602748,0.07077365613950982,0.9274884640738298,,,,
1,3822,8.38677,,8.233387929060776E-4,0.02672108627886088,0.9724555749282331,,,,
1,3823,4.48789,,,0.006294793835216284,0.991606941553045,0.002098264611738761,,,
1,3824,5.32102,,,,1.0,,,,
1,3825,4.25645,,0.01103457848257196,0.03718965248017767,0.9495636483508857,0.002212120686364662,,,
1,3826,5.98301,,0.0025118185072268776,0.0062949751286766956,0.9833244874532505,0.00786871891084587,,,
1,3827,8.07729,,0.02925516112962125,0.15483617383991702,0.8054195860127331,0.0104890790177286,,,
1,3828,6.75376,,0.006765914655473943,0.062019062609303954,0.931215022735222,,,,
1,3829,7.75778,,0.03960636328595289,0.05393946027229077,0.9040272576293286,0.0024269188124277272,,,
1,3830,6.61149,,0.008559033884394425,0.04195210737595545,0.94948885873965,,,,
1,3831,6.09037,,0.06388974745913711,0.07713193093458909,0.8512511893723145,0.007727132233959383,,,
1,3832,7.71691,,0.007437202272770751,0.031021025042566614,0.9615417726846627,,,,
1,3833,10.8195,8.698232723774832E-4,0.05018368620869621,0.035986805974833135,0.9120898612717158,8.698232723774832E-4,,,
1,3834,7.47371,,5.430436113387507E-5,,0.9999456956388661,,,,
1,3835,6.70015,,0.02384125655372957,0.002808741243336124,0.9733500022029343,,,,
1,3836,6.77658,,,,1.0,,,,
1,3837,9.19056,,0.005119227819690761,,0.9948807721803092,,,,
1,3838,7.57878,,,,1.0,,,,
1,3839,4.19692,,0.008968452150669996,0.002242113037667499,0.977578869623325,0.011210565188337495,,,
1,3840,10.336,,9.103306463704581E-4,9.103306463704581E-4,0.9945380161217773,0.0036413225854818325,,,
1,3841,5.25628,,,0.022135608694125508,0.9778643913058744,,,,
1,3842,5.54386,,0.003394885039873258,0.09564922183909577,0.900955893121031,,,,
1,3843,6.83261,,0.012874400311189874,0.018455288066732946,0.9672926481393439,0.0013776634827332847,,,
1,3844,6.88942,,0.011819482321676376,0.05733466923130503,0.9308458484470186,,,,
1,3845,4.28004,,0.0110016221999793,0.015997652987264015,0.968600075932765,0.004400648879991719,,,
1,3846,6.37724,,,0.0059061957151129146,0.9926172553561089,0.0014765489287782286,,,
1,3847,6.74368,,0.0013966174473119214,0.008379704683871527,0.983240590632257,0.006983087236559607,,,
1,3848,4.54576,,,0.004143006848146614,0.9958569931518534,,,,
1,3849,4.1011,,0.002295663446736106,0.01147831723368053,0.9816346924261111,0.004591326893472212,,,
1,3850,7.46753,,0.001260379596678529,0.07392744167655198,0.9134687623566627,0.01134341637010676,,,
1,3851,7.47604,,,0.029142603287427824,0.9708573967125722,,,,
1,3852,4.96246,,,0.012808585696955263,0.9871914143030447,,,,
1,3853,7.09427,,,0.08744434272398154,0.9125556572760185,,,,
1,3854,11.6142,8.100381194409151E-4,0.0016200762388818301,0.024393265565438377,0.9715565438373571,0.0016200762388818301,,,
1,3855,7.40378,,,0.0077929334756882416,0.9922070665243118,,,,
1,3857,11.2063,,,0.005876968866880892,0.9941230311331191,,,,
1,3858,10.4898,,0.005381658043116581,0.006011276859925645,0.9886070650969577,,,,
1,3859,6.66384,,,0.0070652384725785585,0.9872825707493585,0.005652190778062847,,,
1,3860,5.8575,,0.0032150692185490587,0.012860276874196235,0.9807095846887056,0.0032150692185490587,,,
1,3861,5.20117,,,,1.0,,,,
1,3862,6.24063,,0.0015084383817709655,0.01971026152180728,0.9787813000964217,,,,
1,3863,9.60797,,0.003919007184846505,0.0068582625734813826,0.9794252122795558,0.00979751796211626,,,
1,3864,6.52155,,,,1.0,,,,
1,3865,4.52296,,,0.01664735356041194,0.9771098888544336,0.006242757585154478,,,
1,3866,9.28172,,,0.002027534716562571,0.9979724652834374,,,,
1,3867,12.6721,,0.005941389935751444,0.02896427593678829,0.9621236391595845,0.002970694967875722,,,
1,3868,9.68777,,9.713471632853626E-4,0.029262309444541786,0.9697663433921728,,,,
1,3869,6.8203,,,0.04237035914696508,0.9576296408530348,,,,
1,3870,8.67482,,0.007745109303918942,0.15698315225948672,0.833101405609672,0.002170332826922341,,,
1,3871,6.33934,,0.025173676824261765,0.11156661445200815,0.8573200486819195,0.005939660041810548,,,
1,3872,9.31603,,9.075453079114965E-4,0.013847001335557942,0.9812031118103746,0.00404234154615601,,,
1,3873,8.70103,,0.0032469048296117718,0.004329206439482362,0.9826831742420705,0.009740714488835315,,,
1,3874,5.23752,,,,0.9982024277798925,0.0017975722201074322,,,
1,3875,7.19594,,0.006543528578540307,0.014231533135915506,0.9700639982755878,0.00916094000995643,,,
1,3876,10.8197,,8.701972788419213E-4,0.0132713616369264,0.9841180465265479,0.0017403945576838426,,,
1,3877,8.50823,,0.005534959236653151,0.008855934778645042,0.9723252038167343,0.013283902167967562,,,
1,3878,3.10357,,0.006068466581787461,0.009102699872681192,0.9726919003819564,0.012136933163574922,,,
1,3879,7.50773,,,0.011285016743129414,0.9887149832568706,,,,
1,3880,16.911,0.11448576210019656,0.17068242861413122,0.09507788243559616,0.619753926850076,,,,
1,3881,9.91208,0.06845526155129025,0.0730415295501586,0.04173429426567595,0.8167689146328753,,,,
1,3882,8.20462,,0.00111553928227642,0.013678850634687873,0.9852056100830358,,,,
1,3883,6.3904,,0.002945916439946625,0.011367771674146977,0.9797944790060131,0.00589183287989325,,,
1,3884,9.16733,,0.05936751414135315,0.02487267749662822,0.914733176319021,0.0010266320429977657,,,
1,3885,24.24,0.036736489438297354,0.0636883532816094,0.03756455980601236,0.8620105974740809,,,,
1,3887,6.51553,,0.004333369208721119,0.006180007590476785,0.9894866232008022,,,,
1,3888,7.8613,,,0.009577419824320067,0.99042258017568,,,,
1,3889,8.57467,,0.0010977893535957979,0.013173472243149575,0.9824353703424672,0.003293368060787394,,,
1,3890,7.08742,,0.0013281526698472883,0.009297068688931018,0.9853903206316799,0.003984458009541865,,,
1,3891,10.5305,,0.007934365303367632,0.04649825570183894,0.9437792542467962,0.0017881247479971242,,,
1,3892,6.51712,,0.00144461188094132,0.027447625737885083,0.9711077623811736,,,,
1,3893,6.64985,,0.004247545862390619,0.021237729311953096,0.9745147248256563,,,,
1,3894,7.96651,,0.0040372670807453425,0.00870955780105683,0.9872531751181979,,,,
1,3895,9.2631,,7.574911891814311E-5,0.01027795939847226,0.9896462914826096,,,,
1,3896,7.97686,,0.006643518518518519,0.02103703703703704,0.9723194444444444,,,,
1,3897,6.44013,,0.018812733008316606,0.059420705477487804,0.9217665615141956,,,,
1,3898,15.4737,,0.03686384165559233,0.05840810999744714,0.896818939869303,0.007909108477657663,,,
1,3899,10.9623,,0.03172406361649612,0.020153754457566,0.9481221819259378,,,,
1,3900,16.7549,0.0035198307307450706,0.17081868573884484,0.04484092436882183,0.7808205591615882,,,,
1,3905,3.13906,,0.03233699168342919,0.11999623578125179,0.847666772535319,,,,
1,3913,5.56509,,0.019194023513176405,0.4280671956689048,0.5527387808179188,,,,
1,3914,3.65931,,0.056600347068081834,0.2391339440655394,0.6965474797207312,0.007718229145647523,,,
1,3916,12.9723,,0.27719472031744125,0.20921752645107305,0.5026999023651543,0.010887850866331351,,,
1,3917,6.10716,,0.04424591541293165,0.3871940715308966,0.557770537781297,0.010789475274874727,,,
1,3918,6.08559,0.0015471986603079835,0.0883420097807225,0.37960367444513216,0.5260596793961677,0.003094397320615967,,,0.0013530403970536482
1,3920,7.80642,,0.26170394932900665,0.13794506227442374,0.6002043490395121,,,,1.4663935705737382E-4
1,4011,24.6126,,0.03473661478844303,0.0875306305468659,0.8777327546646911,,,,
1,4014,21.2947,,0.06575892957756248,0.1446051534363466,0.7896359169860908,,,,
1,4215,5.49835,,0.006449234069654411,0.3445513357691148,0.6489994301612309,,,,
